Date,Close,High,Low,Open,Repaired?,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr,Close_lag1,Close_lag2,Close_lag3,Close_lag5,Close_lag10,Open_lag1,Open_lag2,Open_lag3,Open_lag5,Open_lag10,High_lag1,High_lag2,High_lag3,High_lag5,High_lag10,Low_lag1,Low_lag2,Low_lag3,Low_lag5,Low_lag10,Close_rollmean3,Close_rollstd3,Close_rollmean5,Close_rollstd5,Close_rollmean10,Close_rollstd10,Close_rollmean20,Close_rollstd20,Open_rollmean3,Open_rollstd3,Open_rollmean5,Open_rollstd5,Open_rollmean10,Open_rollstd10,Open_rollmean20,Open_rollstd20,High_rollmean3,High_rollstd3,High_rollmean5,High_rollstd5,High_rollmean10,High_rollstd10,High_rollmean20,High_rollstd20,Low_rollmean3,Low_rollstd3,Low_rollmean5,Low_rollstd5,Low_rollmean10,Low_rollstd10,Low_rollmean20,Low_rollstd20,FII_Gross_Purchase,FII_Gross_Sales,FII_Net,DII_Gross_Purchase,DII_Gross_Sales,DII_Net,Repo Rate,%Change,sentiment_daily_x,sentiment_daily_y,"('Date', '')","('Close', '^NSEI')","('High', '^NSEI')","('Low', '^NSEI')","('Open', '^NSEI')","('Volume', '^NSEI')"
04-06-24,21884.5,23179.5,21281.44922,23179.5,FALSE,1006100,6843178.32,69585300,-0.328334858,1241898044,1236157215,202760985.5,18476439.43,14056.45936,79.32172351,6.87834E-06,10351.70254,19720.34457,983.0605091,181.006786,1.115499953,1,0,10194.87157,10473.9766,9915.766537,5.475400593,21.44127159,1,0,4770.350098,23179.5,13974.92505,177.8369291,0.929654546,3478.607425,49.41230748,1189.767842,147.6209661,1042.146876,11383.6167,10855.22314,12400.84532,11211.07748,0.991002175,0.902538736,0.08846344,0.149300174,26.58729391,6325.897071,153.7082475,123.9260458,29.78220174,13974.92505,13974.92505,13974.92505,13974.92505,58.95924803,9.488646892,61.9776017,35.40757699,207.5902478,13754.86267,14605.09985,100,68,32,4989.615088,15335.30957,0,0,62.62889218,1,0.756339833,0.622693679,5.160084809,72.84892427,92.96545464,70.89495977,-7.034545359,3212.112413,50.9640258,10.61243082,1.123798177,9.488632641,29.15115525,7.022397876,22.12875738,15937.75958,39.6563552,33.40146134,79.63882619,15670.25,10029.09961,12021.65039,8130.649902,18255.80078,15712.5,10054.25,12052.65039,8155.149902,18081,15733.59961,10123.84961,12095.2002,8160.049805,18267.44922,15622.34961,9944.25,12005.84961,8056.75,18066.69922,15861.2832,5930.00842,14046.8,4898.802238,10167,5319.729482,10351.70254,4806.011956,16315.41667,6583.36375,14352.97012,5394.282359,10318.85503,5653.122481,10466.84251,4996.567242,16345.64974,6549.309566,14380.48984,5376.534496,10348.35986,5641.702499,10502.89492,5004.59417,15616.01628,5668.602264,13894.44961,4675.925571,10069.25483,5185.361917,10276.38984,4722.365505,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,
04-07-11,5650.5,5679.649902,5633.100098,5679.549805,FALSE,0,6843178.32,69585300,-0.328334858,1064484037,1236157215,225602403.3,18476439.43,14823.9522,87.51869961,1.77596E-06,10357.37004,19714.48513,1000.254963,180.6851554,0.248487114,0,0,10247.81323,10525.94326,9969.683204,5.428085442,-7.764683334,0,1,4770.350098,23179.5,13974.92505,177.7396175,0.047810459,4755.886673,50.87552523,563.1478049,230.7263339,332.421471,10464.69173,10774.13469,11362.33066,10799.18285,0.987269303,0.945356954,0.041912349,0.265688684,27.29631089,7898.430736,147.7365738,125.4377455,22.29882834,14406.30005,13974.92505,14190.61255,13974.92505,79.47962401,9.272301193,45.41012421,51.68209423,-83.72265177,13754.86267,14605.09985,96,64,32,4989.615088,23179.5,0,1,45.28844737,0.066802237,0.641767645,0.672565753,2.3614901,45.93886154,4.781045875,59.50128431,-95.21895413,2368.140119,-66.119225,5.214726081,1.941983758,3.272742323,18.02428649,9.2227756,8.801510894,15883.27434,-74.18035596,-135.4034587,-53.61789452,21884.5,15670.25,10029.09961,10628.5,5135.5,23179.5,15712.5,10054.25,10765.9502,5112.600098,23179.5,15733.59961,10123.84961,10770.2998,5147.899902,21281.44922,15622.34961,9944.25,10618.34961,5091.600098,14401.75,8191.00166,13051.2,6120.662453,10218.5,5267.847477,10357.37004,4800.098756,14857.18327,8781.272074,13335.69004,6587.494647,10375.55,5597.678719,10472.43499,4990.854533,14864.24984,8782.255697,13362.35986,6578.690847,10401.53486,5589.504618,10507.93743,4999.41978,14178.96631,7923.397256,12897.39971,5916.156729,10123.40483,5130.138658,10282.89485,4715.528803,49090.25,49085.85,4.4,19996.44,20554.71,-558.27,6.25%,-0.25%,0,0,,,,,,
04-07-12,5302.549805,5317.649902,5273.299805,5310.399902,FALSE,0,6843178.32,69585300,-0.328334858,912414889.1,1236157215,221149418,18476439.43,14859.80627,85.85450579,1.77596E-06,10368.15503,19701.41292,1034.897141,180.0370049,0.228626098,0,0,10295.03656,10568.80662,10021.26649,5.318486566,-8.618028837,0,1,4770.350098,23179.5,13974.92505,177.5547323,0.028909521,4318.018025,53.92409762,38.03183094,192.1874333,-154.1556024,9385.25415,10588.52505,10430.05668,10392.02485,0.98460043,0.949815249,0.034785181,0.237671292,27.63102055,-5232.655029,159.9957298,130.9426912,29.05303867,14226.3999,13974.92505,14100.66248,13974.92505,79.95564989,9.114982143,45.10872094,51.97217996,-90.38034149,13754.86267,14605.09985,92,60,32,4989.615088,23179.5,0,0,45.00085162,0.051324912,0.37270905,0.590272176,0.193243309,43.56867326,2.890952107,33.54581754,-97.10904789,1305.241875,-70.95416482,0.365971324,1.626781271,-1.260809947,7.856040273,8.949428534,-1.093388261,15828.73953,-6.157865587,-6.355623667,-56.47404223,5650.5,21884.5,15670.25,12021.65039,4848.149902,5679.549805,23179.5,15712.5,12052.65039,4797.299805,5679.649902,23179.5,15733.59961,12095.2002,4858.299805,5633.100098,21281.44922,15622.34961,12005.84961,4770.350098,10945.84994,9474.746238,11707.37988,7067.573494,10263.93999,5218.101098,10368.15503,4787.860274,11389.81657,10211.83355,11987.23994,7537.370987,10426.86001,5542.949541,10479.62249,4982.908515,11392.2666,10209.6481,12006.8498,7533.945185,10447.46987,5540.561424,10514.95991,4991.630382,10729.28304,9140.214569,11550.88975,6860.580044,10173.69981,5073.985195,10293.02983,4703.940104,37723.69,39387.05,-1663.36,19033.07,18250.06,783.01,6.25%,-0.25%,0,0,,,,,,
04-07-13,5836.950195,5848.200195,5786.049805,5794.75,FALSE,151900,6940086.71,69737200,-0.328103749,793666393.4,21343489.17,185829792.3,18491748.19,14300.94361,84.6429167,1.77596E-06,10243.40503,19747.33001,739.4800513,185.5618313,0.268177103,0,0,10283.69989,10556.54998,10010.84979,5.306457799,-7.64870461,0,1,4770.350098,23179.5,13974.92505,179.7170946,0.057938585,3940.781262,56.95501538,-331.1869988,87.51254688,-418.6995457,9443.708333,10366.94621,9723.424915,10054.61191,0.983911708,0.959863684,0.024048024,0.124786166,27.46546971,-5395.255127,149.0603013,136.3758863,12.68441502,14226.3999,13974.92505,14100.66248,13974.92505,66.81196123,8.890509317,45.64216886,51.440285,-76.82897698,13809.02515,14605.09985,88,56,32,4989.615088,22463.25199,0,0,45.5725245,0.082090204,0.066739117,0.360405271,-1.287088851,41.36138418,5.793858503,4.488618828,-94.2061415,770.0267637,13.65884909,-3.293881471,0.642648723,-3.936530194,3.133616133,7.786266054,-4.652649922,15785.40455,10.07817766,9.60206334,-52.08741888,5302.549805,5650.5,21884.5,10029.09961,5919.450195,5310.399902,5679.549805,23179.5,10054.25,5941.100098,5317.649902,5679.649902,23179.5,10123.84961,5981.600098,5273.299805,5633.100098,21281.44922,9944.25,5910.25,5596.666667,271.2369168,10868.95,7548.723022,10255.68999,5225.792636,10243.40503,4875.410644,5594.899902,253.0275852,11135.33994,8034.762895,10412.225,5556.286388,10357.8575,5069.771544,5615.166666,271.0894117,11151.71992,8027.583071,10434.12988,5552.655993,10390.06992,5079.23229,5564.149903,263.2370371,10719.24971,7339.349369,10161.27979,5085.719194,10171.30981,4791.082533,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.25%,-0.25%,0,0,,,,,,
04-07-14,7751.600098,7758,7661.299805,7718.100098,FALSE,113100,7038216.132,69850300,-0.29288243,711220752.1,161810368.8,190594171.4,18528847.51,13826.31102,83.58968967,2.35852E-06,10245.65754,19747.19748,744.1176072,185.4744783,0.368755093,0,0,10315.16655,10593.4917,10036.84141,5.396425635,-4.105344668,0,1,4770.350098,23179.5,13974.92505,179.6775836,0.161943925,3738.808116,59.29763475,-463.9511951,-22.78020151,-441.1709936,9685.662516,9970.723126,9420.067251,9884.018446,0.983958227,0.969991246,0.013966981,-0.003388164,27.05063683,-4326.207349,150.6718419,137.790253,12.88158899,14226.3999,13974.92505,14100.66248,13974.92505,49.6640085,8.392793064,47.65074618,49.51881325,-43.99490623,13809.02515,14605.09985,84,52,32,4989.615088,21775.6539,0,0,47.67117397,0.195031654,0.109482256,0.182976808,-1.824955787,42.00250965,16.19439255,8.29306772,-83.80560745,-391.5808048,59.8877975,-4.693953149,-0.424671652,-4.269281497,-2.056141401,5.817784563,-7.873925964,15745.89705,32.80223129,28.36908528,-36.37102321,5836.950195,5302.549805,5650.5,15670.25,7402.25,5794.75,5310.399902,5679.549805,15712.5,7417.549805,5848.200195,5317.649902,5679.649902,15733.59961,7433.299805,5786.049805,5273.299805,5633.100098,15622.34961,7391.350098,6297.033366,1287.718614,9285.22002,7107.342375,10290.625,5205.72676,10245.65754,4874.187143,6274.416667,1273.505062,9536.459961,7683.988338,10442.28003,5539.073952,10357.55501,5069.937134,6307.950032,1283.493118,9556.6,7674.145481,10466.5999,5534.076699,10390.51992,5078.986379,6240.216472,1257.114363,9127.039747,6857.463139,10188.27476,5070.075166,10169.51231,4792.066243,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,7.25%,-0.50%,0,0,,,,,,
04-07-16,8370.700195,8398.450195,8364.700195,8376.75,FALSE,154200,6938842.798,70004500,-0.352862416,623255678.2,14706536.07,174604386.3,18541163.06,13591.72755,84.02521303,2.35852E-06,10196.19753,19725.92239,666.4726764,186.9270348,0.404220879,0,0,10341.37992,10612.75008,10070.00975,5.248238974,-3.130980797,0,1,4770.350098,23179.5,13974.92505,180.5491688,0.195573946,3429.612314,57.99119676,-513.2946324,-120.8830877,-392.4115447,9889.93335,9426.725041,9258.626165,9771.920797,0.987102051,0.960030178,0.027071873,-0.124708916,26.67194105,-2793.947534,126.2352483,136.6796071,-10.44435879,14226.3999,13974.92505,14100.66248,13974.92505,31.03453916,7.831517219,48.33712063,48.85704258,-31.52596203,13898.07495,14605.09985,80,48,32,4989.615088,21115.55974,0,0,48.36448232,0.232342911,0.16982159,0.115347655,-2.050135103,47.56182208,19.55739464,13.84854857,-80.44260536,-3235.055541,41.41009586,-5.252750641,-1.39028745,-3.862463192,-5.084727919,3.637282067,-8.722009986,15711.40977,7.986739372,7.683825001,-31.28914266,7751.600098,5836.950195,5302.549805,21884.5,8130.649902,7718.100098,5794.75,5310.399902,23179.5,8155.149902,7758,5848.200195,5317.649902,23179.5,8160.049805,7661.299805,5786.049805,5273.299805,21281.44922,8056.75,7319.750163,1320.92507,6582.460059,1380.868928,10314.63003,5195.202662,10196.19753,4888.645703,7296.533366,1341.629562,6575.909961,1375.028298,10464.44004,5529.34195,10308.345,5084.873973,7334.883463,1326.730744,6600.390039,1381.308742,10490.43994,5523.539833,10342.15991,5093.841279,7270.683268,1332.964897,6543.689942,1376.790987,10219.06978,5056.607369,10121.58481,4805.749433,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0,0,,,,,,
04-07-17,9613.299805,9650.650391,9595.5,9645.900391,FALSE,144800,6887511.284,70149300,-0.342297171,559923213.3,47285366.34,163994468,18562658.09,13437.37924,84.46962904,2.70863E-06,10145.95002,19676.84111,615.0589375,187.8757744,0.472056641,0,0,10236.12328,10497.81346,9974.433089,5.113072179,-0.690001582,0,1,4770.350098,23179.5,13974.92505,181.4433331,0.263072968,3214.646102,56.10501371,-446.9797538,-186.1024209,-260.8773329,10074.1875,9598.448111,9313.19134,9760.171094,0.990516761,0.958689932,0.031826829,-0.212654246,26.3653599,-2015.300122,118.3524646,131.700012,-13.34754744,14226.3999,13974.92505,14100.66248,13974.92505,15.51726958,7.434022884,49.70761149,47.50421168,-9.413813576,13855.46252,14605.09985,76,44,32,4989.615088,20481.86934,0,0,49.80204403,0.272361094,0.23324522,0.170849689,-1.822571953,42.8283777,24.23741471,19.99640063,-75.76258529,-2568.222129,29.86996933,-4.579630311,-2.028156022,-2.551474289,-7.896371495,1.330551354,-9.226922849,15670.97027,14.84463164,13.84099997,-21.08926899,8370.700195,7751.600098,5836.950195,5650.5,10628.5,8376.75,7718.100098,5794.75,5679.549805,10765.9502,8398.450195,7758,5848.200195,5679.649902,10770.2998,8364.700195,7661.299805,5786.049805,5633.100098,10618.34961,8578.533366,948.0914618,7375.02002,1789.125453,10213.11001,5198.305952,10145.95002,4889.243966,8580.250163,979.8789362,7369.180078,1805.394943,10352.43506,5533.898056,10255.61751,5086.061478,8602.366862,962.6618726,7394.590137,1798.236095,10378.475,5528.582238,10289.66992,5095.363579,8540.5,979.0106114,7336.169922,1797.669454,10116.78481,5057.978246,10071.27983,4805.726101,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0,0,,,,,,
04-07-18,10769.90039,10777.15039,10677.75,10715,FALSE,173900,7036043.677,70323200,-0.236386851,508667445.9,63125535.17,163378671.8,18583580.44,13540.39752,84.82962111,2.70863E-06,10219.77004,19745.97684,693.5632472,186.4270283,0.528874575,0,0,10106.19329,10368.88846,9843.498129,5.198696642,1.763264769,1,0,4770.350098,23179.5,13974.92505,180.1327214,0.325900453,3009.566551,54.82557712,-297.6654319,-208.4150231,-89.25040882,10294.12504,9799.707745,9537.300425,9834.965857,0.989155193,0.957458715,0.031696478,-0.252146361,26.10342565,408.7299562,116.6299919,133.2615995,-16.63160766,14226.3999,13974.92505,14100.66248,13974.92505,7.758634791,7.248433543,50.95055634,46.25015161,8.631315,13855.46252,14605.09985,72,40,32,4989.615088,19873.52656,0,0,51.16489071,0.349672391,0.284792132,0.229286314,-1.251387973,35.63207807,30.69663315,24.83048083,-69.30336685,-1632.485889,32.46051078,-3.026603613,-2.22784554,-0.798758073,-9.110795354,-0.757717987,-8.353077367,15635.13105,12.0312547,11.36077062,-11.59531796,9613.299805,8370.700195,7751.600098,5302.549805,12021.65039,9645.900391,8376.75,7718.100098,5310.399902,12052.65039,9650.650391,8398.450195,7758,5317.649902,12095.2002,9595.5,8364.700195,7661.299805,5273.299805,12005.84961,9584.633463,1199.856955,8468.490137,1874.538276,10087.93501,5164.881114,10219.77004,4886.840975,9579.216797,1170.550423,8450.100098,1880.943798,10218.67002,5504.321934,10314.69251,5084.093809,9608.750325,1189.903511,8486.490234,1877.592622,10246.67002,5498.737887,10351.85244,5093.237937,9545.983398,1157.319649,8417.059961,1870.532663,9983.974854,5020.159656,10141.81982,4803.652152,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6%,0.25%,0,0,,,,,,
04-07-19,11946.75,11969.25,11923.65039,11928.7998,FALSE,333600,7040430.335,70656800,-0.166567565,492085957.9,16662447.42,162261708.6,18620033.61,13725.03535,85.52689537,2.70863E-06,10092.28254,19452.94554,731.6195432,185.5014059,0.599056416,0,0,10297.60833,10546.9035,10048.31317,4.8418071,3.807608597,1,0,4770.350098,23179.5,13974.92505,182.4081898,0.389827881,2828.544857,53.85779482,-83.40933697,-183.4138859,100.0045489,10403.97921,10063.55005,9907.984975,9991.394312,0.990981983,0.958328496,0.032653487,-0.234305714,25.80690615,1929.367846,135.9179144,139.8120348,-3.894120436,14226.3999,13974.92505,14100.66248,13974.92505,8.736016242,7.273817059,52.32943922,44.93373899,32.83836031,13839.40002,14605.09985,68,36,32,4989.615088,19289.51749,0,0,52.57574995,0.429707335,0.350580273,0.289539208,-0.383695201,76.26000904,37.26893547,30.73432778,-62.73106453,-560.5311497,12.40297314,-0.834811783,-1.949238789,1.114427006,-4.315431606,-1.469260711,-2.846170895,15600.11779,10.92720979,10.37040326,-1.935152883,10769.90039,9613.299805,8370.700195,5836.950195,10029.09961,10715,9645.900391,8376.75,5794.75,10054.25,10777.15039,9650.650391,8398.450195,5848.200195,10123.84961,10677.75,9595.5,8364.700195,5786.049805,9944.25,10776.65007,1166.73974,9690.450098,1714.856661,10279.70005,5197.947945,10092.28254,4801.9188,10763.2334,1142.21376,9676.910058,1708.577798,10406.125,5529.960376,10176.77,4995.881557,10799.01693,1159.45446,9710.700195,1715.882232,10431.21006,5525.061205,10214.14492,5005.295392,10732.30013,1165.03341,9644.580078,1720.138336,10181.91489,5057.304808,10014.92734,4716.263325,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6%,0.25%,0.3045,0,,,,,,
04-07-22,15835.34961,15852.34961,15661.7998,15710.5,FALSE,304300,7290433.771,70961100,-0.062872694,590830944.1,238617737.9,178273195.1,18719081.54,14092.64408,86.42327536,3.59028E-06,10050.17004,19298.85653,801.4835612,184.0503482,0.812756821,0,0,10308.38499,10565.61014,10051.15985,4.99060031,11.24343758,1,0,4770.350098,23179.5,13974.92505,183.1725217,0.601059776,2936.250332,52.30214575,395.6073369,-67.60964132,463.2169783,10721.78748,10352.14233,10819.88723,10424.27989,0.991851291,0.959452402,0.032398889,-0.103221562,25.7046777,-21.07043385,133.7631737,137.5959155,-3.832741866,10562.82471,13974.92505,12268.87488,13974.92505,24.06146855,7.908440117,56.60363912,40.85564228,103.9669643,13839.40002,14605.09985,64,32,32,4989.615088,18728.86878,0,0,56.99665053,0.680495309,0.486625012,0.373999139,1.652463182,80.44933644,58.98543348,42.3170007,-41.01456652,812.9935268,31.72359116,3.795056744,-0.800379682,4.595436426,-1.64711037,-1.504830643,-0.142279727,15601.18954,32.54943487,28.17854832,29.98440066,11946.75,10769.90039,9613.299805,7751.600098,15670.25,11928.7998,10715,9645.900391,7718.100098,15712.5,11969.25,10777.15039,9650.650391,7758,15733.59961,11923.65039,10677.75,9595.5,7661.299805,15622.34961,12850.66667,2650.9419,11307.2,2858.941366,10296.21001,5217.198621,10050.17004,4744.476058,12784.7666,2605.429798,11275.39004,2804.841006,10405.925,5529.74717,10107.46501,4903.59632,12866.25,2653.840336,11329.57012,2853.950231,10443.08506,5537.836729,10150.11992,4919.593216,12754.40006,2593.799697,11244.68008,2797.652413,10185.85991,5062.033412,9966.819873,4649.738912,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,4%,0%,0.7269,0,,,,,,
04-07-23,19389,19434.15039,19300,19406.59961,FALSE,226900,7364600.358,71188000,-0.089340784,621615562.6,213434541,179992520.8,18770000.74,14556.39175,86.93009849,4.39598E-06,10106.83,19567.36033,646.299677,187.2106352,0.99057345,0,0,10034.30837,10115.14347,9953.473258,1.611174478,58.36280182,1,0,4770.350098,23179.5,13974.92505,182.1456371,0.794096956,3002.505377,51.18708748,1049.879037,155.8880944,893.9909431,11501.77917,10801.46734,12138.21227,11088.33323,0.994106722,0.960902444,0.033204278,0.167229636,25.70513553,5563.419995,112.0347735,133.6290488,-21.59427534,12353.7251,13974.92505,13164.32507,13974.92505,59.30257493,9.002137585,60.150047,37.48012194,164.9140192,13839.40002,14605.09985,60,28,32,5273.299805,18728.86878,1,0,60.61039971,0.885495358,0.665232667,0.500812651,4.503396664,81.07558863,78.83135473,58.36190789,-21.16864527,2740.343512,93.32742473,9.468321484,1.253360551,8.214960933,-2.097711359,-1.623406786,-0.474304573,15649.99654,22.44124997,20.24611369,59.15452493,15835.34961,11946.75,10769.90039,8370.700195,21884.5,15710.5,11928.7998,10715,8376.75,23179.5,15852.34961,11969.25,10777.15039,8398.450195,23179.5,15661.7998,11923.65039,10677.75,8364.700195,21281.44922,15723.69987,3722.381028,13510.85996,4034.41622,10046.66001,4627.695202,10106.83,4853.149658,15681.96647,3738.981562,13481.35996,4026.520545,10028.63496,4614.318071,10173.745,5024.511832,15751.91667,3733.463478,13536.71016,4040.901797,10068.5501,4633.560506,10208.45498,5026.66405,15628.4834,3688.287662,13431.74004,3999.536682,9987.71499,4596.864556,10028.48491,4769.450599,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.2715,0,,,,,,
04-07-24,24302.15039,24401,24281,24369.94922,FALSE,251200,7201949.99,71439200,-0.117292372,709125250.5,237607872.9,196301438.5,18833654.53,15342.23641,87.4831819,4.39598E-06,11065.16252,22073.64239,56.68265764,198.9754754,1.10121779,1,0,11901.67171,11989.85184,11813.49158,1.481810781,70.81334076,1,0,4770.350098,24401,14585.67505,177.4095036,0.994964527,3203.454839,50.36687216,1942.452862,513.201048,1429.251814,12221.10421,11376.16926,14009.58736,12067.1345,0.9960551,0.964899341,0.031155759,0.612344976,25.69315232,10819.33748,369.6533594,156.924341,212.7290184,15093.5249,14585.67505,14839.59998,14585.67505,79.65128747,10.63045604,64.44432705,33.34780284,201.9994781,13839.40002,14605.09985,100,24,76,5556.516817,18728.86878,0,0,64.99074757,1,0.855330222,0.669062634,8.402510338,81.8203913,99.48321226,79.10000016,-0.516787742,5309.513032,55.08463739,16.09705156,4.222098752,11.8749528,-1.630958486,-1.624917126,-0.00604136,19249.60123,25.33988545,22.58589449,99.48409924,19389,15835.34961,11946.75,9613.299805,5650.5,19406.59961,15710.5,11928.7998,9645.900391,5679.549805,19434.15039,15852.34961,11969.25,9650.650391,5679.649902,19300,15661.7998,11923.65039,9595.5,5633.100098,19842.16667,4251.552526,16448.63008,5550.102806,11911.82505,6163.011916,11065.16252,5647.231016,19829.01628,4345.15156,16426.16973,5597.82489,11897.6749,6177.495279,11136.61245,5790.38866,19895.83333,4292.984886,16486.78008,5584.181228,11940.68511,6185.43744,11171.10999,5791.848633,19747.59993,4326.99807,16368.84004,5564.2182,11852.50498,6153.060504,10987.95491,5584.542683,40956.28,38161.6,2794.68,19437.49,18334.74,1102.75,6.50%,0.25%,0.7501,0,,,,,,
04-08-10,5467.850098,5481.899902,5428.399902,5441.350098,FALSE,0,7201949.99,71439200,-0.117292372,607821643.3,237607872.9,218394665.1,18833654.53,16599.23183,100,9.89072E-07,11096.14753,22037.74343,154.5516367,197.214319,0.242802719,0,0,11917.82673,12006.92184,11828.73161,1.495157123,-35.69713852,0,1,5273.299805,24401,14837.1499,172.3814516,0.010171128,4770.484404,53.11115192,1117.175318,633.995902,483.1794163,10853.05005,11178.07696,12695.47394,11578.29862,0.998805683,0.973942876,0.024862806,0.788135054,25.38783587,-5445.647534,369.4464953,181.4116959,188.0347994,14914.69995,14585.67505,14750.1875,14585.67505,87.25709299,10.55132839,44.53279618,53.90688083,-86.50785608,13839.40002,14605.09985,96,20,76,5556.516817,24401,0,1,44.54186631,0,0.628498453,0.716353781,4.666650565,45.87812574,1.017112831,59.77722661,-98.98288717,4622.637547,-75.01496448,9.648872904,5.307453582,4.341419321,-10.10582976,-3.321099652,-6.784730103,19187.4632,-77.50055032,-149.1679336,-55.11717547,24302.15039,19389,15835.34961,10769.90039,5302.549805,24369.94922,19406.59961,15710.5,10715,5310.399902,24401,19434.15039,15852.34961,10777.15039,5317.649902,24281,19300,15661.7998,10677.75,5273.299805,16386.3335,9769.581438,15388.22002,7174.987374,11928.35508,6143.506096,11096.14753,5612.920264,16405.96631,9814.571633,15371.43975,7208.139496,11910.76992,6162.099701,11168.81497,5754.960351,16439.01676,9808.731121,15427.72998,7204.718955,11957.11011,6166.084118,11202.28999,5757.653014,16336.46663,9769.443696,15318.97002,7170.001499,11868.01499,6134.802015,11020.8574,5547.800007,55061.05,52393.68,2667.37,26283.22,24092.56,2190.66,0,0,0,0,,,,,,
04-08-11,5331.799805,5434.5,5323.149902,5412.399902,FALSE,0,7201949.99,71439200,-0.102696779,520989980,237607872.9,225075110.9,18833654.53,16733.02598,100,9.89072E-07,11066.76501,22066.80908,66.72095414,198.7942103,0.239320807,0,0,11871.76838,11965.78346,11777.75329,1.583843037,-34.28148392,0,1,5273.299805,24401,14837.1499,172.8391284,0.003058392,4307.905983,56.93602763,447.0059906,596.5979197,-149.5919291,10826.4917,11025.70388,11562.60099,11115.595,0.995120082,0.975147075,0.019973006,0.773404225,24.97793509,-5764.21521,376.6359862,206.518823,170.1171632,14862.07495,14585.67505,14723.875,14585.67505,82.34229248,10.49001157,44.41948076,53.95479378,-87.14020618,13844.80005,14605.09985,92,16,76,5556.516817,24401,0,0,44.43310877,0,0.333333333,0.605720669,1.888696591,43.1236286,0.305839173,33.60205475,-99.69416083,3811.541187,-5.640212282,4.021431065,5.050249079,-1.028818014,-17.85055827,-6.226991375,-11.62356689,19114.34987,-2.488186226,-2.519664841,-56.23394373,5467.850098,24302.15039,19389,11946.75,5836.950195,5441.350098,24369.94922,19406.59961,11928.7998,5794.75,5481.899902,24401,19434.15039,11969.25,5848.200195,5428.399902,24281,19300,11923.65039,5786.049805,11700.6001,10913.47469,14065.22998,8462.537056,11877.84004,6200.966006,11066.76501,5642.903539,11741.23307,10936.79858,14068.15977,8465.623297,11872.53491,6205.300141,11142.37996,5781.390925,11772.46663,10936.65639,14120.77998,8470.461485,11915.74009,6212.83517,11174.93499,5784.997061,11677.5166,10915.06366,13998.86992,8445.569683,11821.725,6187.314017,10991.50239,5577.737429,49090.25,49085.85,4.4,19996.44,20554.71,-558.27,6.25%,-0.25%,0,0,,,,,,
